"slug","legal_name","brand_name","primary_category","website","verification_status","reason"
"novac-remit","NOVAC REMIT LIMITED","NOVAC REMIT","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"moblaspay","MOBLASPAY NIGERIA LIMITED","NOWCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"nownow-digital-systems","NowNow Digital Systems Limited","NowNow Digital Systems","mobile-money-operator","","officially-verified","official-website-and-logo-source-required"
"npf-insurance-company","NPF Insurance Company Ltd","NPF Insurance Company","insurer","","officially-verified","official-website-and-logo-source-required"
"o2-international-dynamic-concept","O2 INTERNATIONAL DYNAMIC CONCEPT LIMITED","O2 FINANCE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"oab-insuirance-brokers","Oab Insuirance Brokers Ltd","Oab Insuirance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"oak-pensions","OAK Pensions Limited","OAK Pensions","pension-fund-administrator","","officially-verified","official-website-and-logo-source-required"
"oakland-city-insurance-brokers-l-t-d","Oakland City Insurance Brokers L.t.d","Oakland City Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"obelix-4-1-1-alternative","Obelix 4.1.1 Alternative Ltd","Obelix 4.1.1 Alternative","crowdfunding-platform","","officially-verified","official-website-and-logo-source-required"
"flagla-lending","FLAGLA LENDING LTD","OBICREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"obsidian-achernar-payments","OBSIDIAN ACHERNAR PAYMENTS LIMITED","OBSIDIAN ACHERNAR PAYMENTS","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"suplias-technologies","SUPLIAS TECHNOLOGIES LIMITED","OBTAINLY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ocean-and-land-insurance-brokers","Ocean and Land Insurance Brokers Ltd","Ocean and Land Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"oceanline-insurance-brokers","Oceanline Insurance Brokers Ltd","Oceanline Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"chenvasa-integrated-concept","CHENVASA INTEGRATED CONCEPT LIMITED","OGACASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ohere-technologies","OHERE TECHNOLOGIES LIMITED","OHERE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"oilwater-insurance-brokers-l-t-d","Oilwater Insurance Brokers L.t.d","Oilwater Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"linkpark-technology","LINKPARK TECHNOLOGY NIGERIA LIMITED","OK CASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"plano-lending","PLANO LENDING LIMITED","OKADANAIRA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"africoinsphere-technologies","AFRICOINSPHERE TECHNOLOGIES LIMITED","OKCOIN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"topmost-fintech","TOPMOST FINTECH LIMITED","OKILO LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"lighting-finance-technology","LIGHTING FINANCE TECHNOLOGY NIGERIA LIMITED","OKILOCASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"okra-technologies","Okra Technologies Limited","Okra Technologies","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"naijasync-company","NAIJASYNC COMPANY LIMITED","OLA CREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"olive-monies-express-limitednouveau-mobile","OLIVE MONIES EXPRESS LIMITEDNOUVEAU MOBILE LIMITED","OLIVE MONIES EXPRESS LIMITEDNOUVEAU MOBILE","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"olive-payment-solutions","Olive Payment Solutions Limited","Olive Payment Solutions","super-agent","","officially-verified","official-website-and-logo-source-required"
"olivepeak-international","Olivepeak International Limited","Olivepeak International","super-agent","","officially-verified","official-website-and-logo-source-required"
"oluwafemi-ayodeji-and-co-insurance-brokers","Oluwafemi Ayodeji & Co. Insurance Brokers Ltd","Oluwafemi Ayodeji & Co. Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"omalend-service","OMALEND SERVICE LIMITED","OMAFIN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ombrella-insurance-brokers","Ombrella Insurance Brokers Ltd","Ombrella Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"omi-insurance-brokers","Omi Insurance Brokers Nigeria Ltd","Omi Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"blueone","BLUEONE NIGERIA LIMITED","OMNIKASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"omowell-insurance-brokers","Omowell Insurance Brokers Ltd","Omowell Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"onecard-topup-services","Onecard Topup Services Limited","Onecard Topup Services","payment-terminal-service-provider","","officially-verified","official-website-and-logo-source-required"
"de-valueguard","DE VALUEGUARD LTD","ONECASH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"onif-insurance-brokers","ONIF Insurance Brokers Ltd","ONIF Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"ontop-insurance-brokers","ONTOP INSURANCE BROKERS","ONTOP INSURANCE BROKERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"onward-insurance-brokers-l-t-d","Onward Insurance Brokers L.t.d","Onward Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"opal-insurance-brokers","Opal Insurance Brokers Ltd","Opal Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"open-space-financial-services","OPEN SPACE FINANCIAL SERVICES LTD","OPENSPACE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"optimal-queen-emma-insurance-brokers-l-t-d","Optimal (Queen Emma) Insurance Brokers L.t.d","Optimal (Queen Emma) Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"optimum-trust-insurance-brokers-l-t-d","Optimum Trust Insurance Brokers L.t.d","Optimum Trust Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"oracle-insurance-brokers","Oracle Insurance Brokers Ltd","Oracle Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"orange-insurance-brokers","Orange Insurance Brokers Ltd","Orange Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"oratib-insurance-brokers","Oratib Insurance Brokers Ltd","Oratib Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"oremus-insurance-brokers","Oremus Insurance Brokers Ltd","Oremus Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"oriwu-insurance-brokers-l-t-d","Oriwu Insurance Brokers L.t.d","Oriwu Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"orthodox-insurance-brokers","Orthodox Insurance Brokers Ltd","Orthodox Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"parkcrowdy","PARKCROWDY NIGERIA LIMITED","OURPASS","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ovvar","OVVAR NIGERIA LIMITED","OVVAR","digital-lender","","officially-verified","official-website-and-logo-source-required"
"owofara-fintech-services","OWOFARA FINTECH SERVICES LIMITED","OWOAFARA.COM","digital-lender","","officially-verified","official-website-and-logo-source-required"
"asoso-globa-tech","ASOSO GLOBA-TECH","OWOCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"singularity-technology","SINGULARITY TECHNOLOGY NIGERIA LIMITED","OXLOAN PRO","digital-lender","","officially-verified","official-website-and-logo-source-required"
"oxygen-x-finance-company","OXYGEN X FINANCE COMPANY LIMITED","OXYGEN X MOBILE APPLICATION","digital-lender","","officially-verified","official-website-and-logo-source-required"
"oxymon-solutions","OXYMON SOLUTIONS LIMITED","OXYMON","digital-lender","","officially-verified","official-website-and-logo-source-required"
"empathy-desk","EMPATHY DESK LIMITED","OYAKUDI","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ragekay-global-investment","RAGEKAY GLOBAL INVESTMENT LIMITED","OYESCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"oyster-lending","OYSTER LENDING LIMITED","OYSTERLOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"p-r-a-insurance-brokers","P.R.A Insurance Brokers Ltd","P.R.A Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"p2vest-technology","P2VEST TECHNOLOGY LIMITED","P2VEST","digital-lender","","officially-verified","official-website-and-logo-source-required"
"brightpulse-telecoms","BRIGHTPULSE TELECOMS LTD","PADICREDIT LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"pages-insurance-brokers-l-t-d","Pages Insurance Brokers L.t.d","Pages Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"blooms-microfinance-bank","BLOOMS MICROFINANCE BANK LIMITED","PAL LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"perennial-finance","PERENNIAL FINANCE LIMITED","PALMCREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"palms-insurance-brokers","Palms Insurance Brokers Ltd","Palms Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"pao-insurance-brokers-l-t-d","Pao Insurance Brokers L.t.d","Pao Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"paramount-edge-insurance-brokers","Paramount Edge Insurance Brokers Ltd","Paramount Edge Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"parkway-projects","Parkway Projects Limited","Parkway Projects","mobile-money-operator","","officially-verified","official-website-and-logo-source-required"
"goharvest-international","GOHARVEST INTERNATIONAL LIMITED","PASA","digital-lender","","officially-verified","official-website-and-logo-source-required"
